F0semitoneFrom27.5Hz_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,HNRdBACF_sma3nz_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,Urgency
39.64327779000751,0.9270968591754569,0.048211304445258764,8.59946891170448,27.359369760002465,-13.918055454765494,0.5035729679517919,0.23353487231665832,Low
25.298861765637902,0.5467290698824933,0.0752661782322028,3.0681530290386467,24.067228508772374,-14.761671425423593,0.26092152489966436,0.058444629572831544,Medium
29.667725663189202,1.0169279197156422,0.05351774193072892,3.4055108373616916,26.8995163886417,-8.302402133402731,0.4260693337803966,0.12921536379782272,Low
25.22528154622616,0.4184971331677989,0.05072056768286648,2.660319843828442,25.936747451562688,-13.435486228119188,0.4313446241316259,0.29417334692745867,Low
38.69649392861718,0.6635290955875539,0.03820564164765889,4.565718308913214,16.701671682387893,-3.786638486551741,0.44043296085046724,0.19785195704284547,Low
36.74439959275679,0.5938233047750151,0.08042680254375645,8.970389321126666,14.437547243053988,-1.9250773693651837,0.4446918230558776,0.22530564623844718,Low
30.840652653628457,1.9398308407988116,0.08264983429870933,5.491361034576622,27.06045863582473,-12.85278018046661,0.5881331396616212,0.28444445576856514,Low
38.29574607220939,1.6077949691824678,0.05524526958493356,4.1302202086758975,27.33036515542418,-9.055770807668827,0.19233846513375344,0.0716685812683364,High
39.21954946628298,0.9100559676930442,0.04783935083963638,3.2253194541617196,18.82098900839232,7.636671678067518,0.25782181304140706,0.17743445044999373,High
35.502930624116544,1.353974703931776,0.08545119937191216,1.1023746543972717,15.834808279002308,-4.649370663209979,0.5369035669989807,0.1652849172625963,Low
34.22412487890541,1.1565145483829253,0.055657648974307423,1.3257867877338931,16.437459029193068,6.095117648367708,0.22355999363014586,0.2480002148548962,High
32.59765592082987,1.7872676303550619,0.059832149627292774,3.015110267621715,14.505287386096569,-7.75600391654526,0.14849430639567088,0.10323728007974979,High
